State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Percent, All Ages",Median Household Income
19,183,IA,Washington County,8.7,"65,761"
20,201,KS,Washington County,9.9,"55,590"
21,229,KY,Washington County,12.8,"64,733"
23,029,ME,Washington County,18.2,"42,755"
24,043,MD,Washington County,14.5,"65,433"
27,163,MN,Washington County,5.2,"105,251"
28,151,MS,Washington County,28.1,"38,040"
29,221,MO,Washington County,19.4,"44,063"
31,177,NE,Washington County,6.3,"100,572"
36,115,NY,Washington County,12.3,"61,633"
37,187,NC,Washington County,20.7,"42,582"
39,167,OH,Washington County,13.6,"55,133"
40,147,OK,Washington County,16.7,"54,108"
41,067,OR,Washington County,8.6,"91,899"
42,125,PA,Washington County,9.1,"68,238"
44,009,RI,Washington County,9.2,"90,152"
47,179,TN,Washington County,14.3,"56,071"
48,477,TX,Washington County,14.0,"66,601"
49,053,UT,Washington County,9.4,"63,639"
50,023,VT,Washington County,8.8,"75,692"
51,191,VA,Washington County,13.3,"54,223"
55,131,WI,Washington County,5.2,"85,266"
22,117,LA,Washington Parish,24.5,"39,363"
40,149,OK,Washita County,15.9,"51,073"
32,031,NV,Washoe County,11.0,"76,123"
26,161,MI,Washtenaw County,12.4,"77,359"
37,189,NC,Watauga County,21.8,"55,183"
27,165,MN,Watonwan County,11.6,"65,099"
55,133,WI,Waukesha County,5.0,"94,506"
55,135,WI,Waupaca County,10.0,"63,216"
55,137,WI,Waushara County,12.9,"57,188"
13,305,GA,Wayne County,24.7,"46,314"
17,191,IL,Wayne County,14.3,"51,669"
18,177,IN,Wayne County,15.9,"50,569"
19,185,IA,Wayne County,13.4,"53,282"
21,231,KY,Wayne County,23.9,"38,651"
26,163,MI,Wayne County,19.6,"52,644"
28,153,MS,Wayne County,22.5,"38,380"
29,223,MO,Wayne County,20.0,"41,271"
31,179,NE,Wayne County,12.5,"59,787"
36,117,NY,Wayne County,10.0,"65,299"
37,191,NC,Wayne County,18.7,"49,955"
39,169,OH,Wayne County,9.6,"60,709"
42,127,PA,Wayne County,12.6,"54,336"
47,181,TN,Wayne County,19.8,"47,563"
49,055,UT,Wayne County,11.1,"57,768"
54,099,WV,Wayne County,16.2,"49,227"
51,820,VA,Waynesboro city,12.3,"54,106"
47,183,TN,Weakley County,18.0,"44,799"
48,479,TX,Webb County,22.6,"50,865"
49,057,UT,Weber County,9.3,"72,348"
13,307,GA,Webster County,20.4,"44,084"
19,187,IA,Webster County,14.8,"55,183"
21,233,KY,Webster County,15.7,"52,575"
28,155,MS,Webster County,16.5,"49,335"
29,225,MO,Webster County,15.0,"59,303"
31,181,NE,Webster County,11.4,"58,161"
54,101,WV,Webster County,25.2,"36,919"
22,119,LA,Webster Parish,24.0,"41,436"
08,123,CO,Weld County,9.8,"84,826"
18,179,IN,Wells County,7.6,"66,102"
38,103,ND,Wells County,12.4,"63,665"
22,121,LA,West Baton Rouge Parish,15.2,"67,436"
22,123,LA,West Carroll Parish,22.4,"40,812"
22,125,LA,West Feliciana Parish,22.2,"69,086"
54,000,WV,West Virginia,16.8,"51,122"
36,119,NY,Westchester County,9.4,"109,131"
42,129,PA,Westmoreland County,11.2,"63,184"
51,193,VA,Westmoreland County,15.1,"59,959"
56,045,WY,Weston County,10.4,"62,509"
54,103,WV,Wetzel County,16.4,"50,110"
26,165,MI,Wexford County,15.2,"53,711"
48,481,TX,Wharton County,15.9,"56,522"
53,073,WA,Whatcom County,13.0,"71,739"
30,107,MT,Wheatland County,17.2,"42,431"
13,309,GA,Wheeler County,33.2,"35,664"
31,183,NE,Wheeler County,11.2,"50,850"
41,069,OR,Wheeler County,17.4,"43,468"
48,483,TX,Wheeler County,14.1,"49,282"
05,145,AR,White County,16.3,"51,660"
13,311,GA,White County,12.5,"61,473"
17,193,IL,White County,15.7,"50,653"
18,181,IN,White County,10.0,"62,151"
47,185,TN,White County,16.4,"45,239"
32,033,NV,White Pine County,12.8,"63,070"
17,195,IL,Whiteside County,13.2,"56,805"
13,313,GA,Whitfield County,13.4,"56,973"
18,183,IN,Whitley County,7.3,"64,146"
21,235,KY,Whitley County,27.6,"37,530"
53,075,WA,Whitman County,18.1,"53,140"
30,109,MT,Wibaux County,11.1,"51,924"
20,203,KS,Wichita County,11.3,"58,549"
48,485,TX,Wichita County,14.6,"53,148"
24,045,MD,Wicomico County,14.2,"61,848"
48,487,TX,Wilbarger County,14.1,"48,117"
01,131,AL,Wilcox County,32.4,"30,071"
13,315,GA,Wilcox County,27.6,"38,449"
13,317,GA,Wilkes County,20.1,"42,567"
37,193,NC,Wilkes County,17.1,"47,891"
27,167,MN,Wilkin County,10.0,"65,514"
13,319,GA,Wilkinson County,21.2,"46,475"
28,157,MS,Wilkinson County,32.4,"33,777"
17,197,IL,Will County,7.9,"93,994"
48,489,TX,Willacy County,34.3,"37,087"
38,105,ND,Williams County,8.5,"77,051"
39,171,OH,Williams County,9.0,"57,131"
51,830,VA,Williamsburg city,19.3,"61,750"
45,089,SC,Williamsburg County,21.2,"40,235"
17,199,IL,Williamson County,14.7,"55,447"
47,187,TN,Williamson County,4.0,"123,474"
48,491,TX,Williamson County,6.0,"96,653"
20,205,KS,Wilson County,17.1,"46,829"
37,195,NC,Wilson County,18.8,"48,777"
47,189,TN,Wilson County,7.5,"82,489"
48,493,TX,Wilson County,9.8,"78,794"
51,840,VA,Winchester city,12.5,"55,908"
09,015,CT,Windham County,11.6,"71,581"
50,025,VT,Windham County,11.3,"64,381"
50,027,VT,Windsor County,9.7,"65,086"
48,495,TX,Winkler County,14.7,"62,477"
22,127,LA,Winn Parish,26.8,"44,942"
17,201,IL,Winnebago County,14.2,"57,113"
19,189,IA,Winnebago County,10.5,"59,949"
55,139,WI,Winnebago County,11.0,"64,640"
19,191,IA,Winneshiek County,8.7,"70,482"
27,169,MN,Winona County,12.3,"63,878"
01,133,AL,Winston County,19.0,"47,176"
28,159,MS,Winston County,22.2,"48,427"
54,105,WV,Wirt County,17.7,"50,160"
55,000,WI,Wisconsin,10.8,"67,150"
48,497,TX,Wise County,10.2,"77,668"
51,195,VA,Wise County,19.2,"41,994"
21,237,KY,Wolfe County,29.0,"34,749"
39,173,OH,Wood County,10.9,"64,702"
48,499,TX,Wood County,14.1,"53,485"
54,107,WV,Wood County,14.7,"53,435"
55,141,WI,Wood County,11.3,"55,946"
19,193,IA,Woodbury County,15.5,"60,110"
17,203,IL,Woodford County,6.7,"85,085"
21,239,KY,Woodford County,8.6,"76,942"
05,147,AR,Woodruff County,25.2,"37,331"
40,151,OK,Woods County,14.7,"51,371"
20,207,KS,Woodson County,14.2,"41,706"
40,153,OK,Woodward County,14.0,"56,666"
24,047,MD,Worcester County,10.3,"70,952"
25,027,MA,Worcester County,10.0,"84,583"
13,321,GA,Worth County,20.6,"48,943"
19,195,IA,Worth County,9.8,"64,965"
29,227,MO,Worth County,14.0,"45,477"
02,275,AK,Wrangell City and Borough,11.3,"64,732"
19,197,IA,Wright County,10.5,"61,072"
27,171,MN,Wright County,4.9,"99,744"
29,229,MO,Wright County,19.8,"41,748"
39,175,OH,Wyandot County,7.9,"65,757"
20,209,KS,Wyandotte County,16.9,"54,943"
56,000,WY,Wyoming,10.6,"66,508"
36,121,NY,Wyoming County,9.4,"66,261"
42,131,PA,Wyoming County,11.6,"63,118"
54,109,WV,Wyoming County,25.0,"37,522"
51,197,VA,Wythe County,16.9,"51,206"
37,197,NC,Yadkin County,12.7,"56,547"
53,077,WA,Yakima County,14.7,"60,058"
02,282,AK,Yakutat Borough,12.2,"73,014"
28,161,MS,Yalobusha County,22.3,"42,995"
41,071,OR,Yamhill County,10.9,"75,303"
37,199,NC,Yancey County,17.4,"46,299"
46,135,SD,Yankton County,11.0,"65,826"
36,123,NY,Yates County,10.6,"63,619"
04,025,AZ,Yavapai County,12.5,"57,676"
28,163,MS,Yazoo County,31.3,"37,119"
05,149,AR,Yell County,15.1,"48,526"
27,173,MN,Yellow Medicine County,10.7,"64,247"
30,111,MT,Yellowstone County,11.3,"69,182"
48,501,TX,Yoakum County,12.8,"66,816"
06,113,CA,Yolo County,14.8,"76,247"
23,031,ME,York County,8.3,"73,794"
31,185,NE,York County,8.5,"64,531"
42,133,PA,York County,9.2,"72,949"
45,091,SC,York County,9.7,"73,466"
51,199,VA,York County,5.1,"97,500"
48,503,TX,Young County,14.8,"53,715"
06,115,CA,Yuba County,15.6,"60,764"
02,290,AK,Yukon-Koyukuk Census Area,23.7,"44,934"
04,027,AZ,Yuma County,17.3,"55,991"
08,125,CO,Yuma County,13.5,"56,161"
48,505,TX,Zapata County,28.9,"37,474"
48,507,TX,Zavala County,25.4,"35,046"
46,137,SD,Ziebach County,38.1,"37,066"
